Index,Product_URL,Author,Shop,Rating,Used_Time,Comment
11,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thảo,ĐMX,2,1 năm,"Quát xài mát thiệt, nhưng chưa hết thời gian bảo hảnh đã hư mạch vả rỉ nước"
12,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Võ Văn Của,ĐMX,2,8 tháng,Mua chưa được 1 năm bảo hành 2 lần ... phím cảm ứng quá tệ
13,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Tuyet Sang,ĐMX,3,1 tháng,xin cho hỏi minh su dung quat AVA nay chê độ nuoc tai sao no chay kiểu vặn vồi nuoc lớn lam ạk..vi nhung quat khac chê đô nuoc ta im ru ak
14,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thắng,ĐMX,4,1 tháng,"Cánh quạt bị gãy, bên ĐMX có hỗ trợ thay không ạ"
15,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thi,ĐMX,1,1 năm,vừa hết bảo hành thì quạt hư luôn
16,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Cường,ĐMX,2,1 tuần,Mua chưa dc 1 tháng đem đổi máy 2 lần.1 lần móp.1 lần văng nước ra ngoài.ko biết kế tiếp là gì.
17,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trần Văn Mạnh,ĐMX,1,1 năm,rất tệ mua vê sai vai tháng là hư ...mới mua một năm mà gửi bảo hành 45 lần giờ hết bảo hành bỏ lun không sai được ...
18,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nam,ĐMX,1,1 năm,"Sản phẩm phải gọi là rất tệ, quạt mua không sử dụng được nhiều nhưng hỏng 2 lần. Lần 1 hư bảng điều khiển ko khởi động được đi bảo hành 15ngày. Lần 2 quạt không bơm nước đúng ngày hết bảo hành. Tầm giá 3triệu mà chất lượng quá kém"
19,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Loan,ĐMX,1,8 tháng,"Mua được 5 tháng , không Sài 1,5 tháng , hư 1 tháng mà k báo bên điện máy xanh được vì bận và cũng báo trên áp để bên sữa chữa đến sữa nhưng cứ hẹn gọi đến lần t3 mới có ng đến , đến nói hư cụt máy gì bên trong mình quên r , nhưng bên sữa chữa điện báo cái cụt đó trong quá trình vận chuyển bị máy cái tem bảo hành bắt mình phải trả 680k mới sữa mà trong khi đó vận chuyển lại là bên cửa hàng , gọi khiếu nại , r bắt mình chờ gần 1 tháng , r xong lại trả về k sửa vì mình k chịu đống tiền để sửa , vậy cưu chờ làm gì , bảo hành cái gì giờ mình phải tự đi sửa"
20,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Cẩm Nhung,ĐMX,2,4 tuần,Mình sử dụng quạt chưa được 1 tháng đã bị gãy phích cắm
21,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Hiếu,ĐMX,1,1 năm,"Bảo hành 3 tháng ko xong, lúc mang đi ko chảy nước, bảo hành mang về nước tràn khắp nhà.nhân viên tổng đài ăn nói bố láo. Quá tệ"
22,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,My,ĐMX,1,12 tháng,"Rất tệ, mua về liên tục lỗi cảm ứng, nước chảy ầm ầm ra sàn nhà, đã liên hệ vào baot hành 3 4 lần vẫn vậy. Đề nghị ĐMX có phương án cho khách, thật sự rất bực bội"
23,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lien,ĐMX,1,11 tháng,"quạt dùng được vài hôm là lỗi cảm ứng sáng hết đèn. cắm điện tự bật , còn tự bấm thì ko chạy nhân viên dmx nhiệt tình tư vấn hàng kém chất lượng"
24,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Mai Thị Mai Trân,ĐMX,1,7 tháng,BH 3 lần cũng y z hết bảo hành cái bỏ tiền sữa tui bây khôn quá ak
25,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lê Anh Quốc,ĐMX,1,6 tháng,Sản phẩm quá tệ. Hư liên tục mất thời gian và phiền phức với sản phẩm này. Tôi muốn trả sản phẩm và lấy lại tiền
26,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Bích Ngon,ĐMX,1,9 tháng,Tệ. Không hài lòng hư bh xog vẫn hư cảm ứng
27,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Vân Giang,ĐMX,1,2 tháng,"Lúc mua quên k nhìn đánh giá. Mua về r, đọc đánh giá r hy vog quạt mih k bị tih trạng như mn đã bị. Ai dè 2 tháng sau là....đèn đồng loạt sáng. Phải bảo hành. Haizz. Cùng dáng này có mã kangaroo nhìn chắc chắn hơn nhìu."
28,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Võ Đônh Sơn,ĐMX,3,1 tháng,Đèn cảm ứng bị sáng hết không biết như thế nào
29,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Thúy Hằng,ĐMX,2,5 tháng,Lần đầu bảo hành máy bị hiện thị cháy hết đèn chức năng.Lần 2 và 3 là nút cảm ứng lúc nhại lúc k nhạiNản thiệt chớ. Chưa trả góp xong luôn á. Mới sài làm tròn luôn mới được 6 tháng. Mất niềm tin luôn
30,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lê Thịnh,ĐMX,1,6 tháng,Sài đk 3 tháng hư.Bảo hành 15 ngày x về lại hư y như lỗi ban đầu.cảm ứng thì chạy loạn cả lên.khuyên thật m.ng k nên mua quạt này.
31,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Từ Ngọc Trung,ĐMX,1,6 tháng,"Rất tệ, mua 5 tháng bảo hành 2 lần, mỗi lần mang đi 1520 ngày. Nhân viên nói loại này hay hư bảng mạch do không phù keo, hết bảo hành phải tự sửa. Tôi không hiểu chunhs sách như vậy thì khôn quá"
32,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thảo,ĐMX,1,5 tháng,"Quạt thì tệ xài chưa gì đã hư, gọi bảo hành thì tổng đài hứa hẹn 10 mấy lần chưa thấy 1 nhân viên nào xuống sửa, sửa được hay không thì nói để ta biết đường đỡ mất thời gian, làm ăn chán ghê"
33,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyên Van Loi,ĐMX,1,5 tháng,Mua mới 6 thag hư hết 3 lần mỗi lần bảo hanh hết nữa thag có để đổi cái khác k
34,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Của,ĐMX,1,6 tháng,Mới bảo hành lần 3 về được 10 ngày hư nửa rồi hư chế độ quay xài nước thì kêu tít tít chức năng loạn xạ k lẽ kêu bảo hành nửa. Quá kém tgiang đi bảo hành còn nhiều thời giang xài. Muốn đổi qua loại khác có được không
35,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Hải,ĐMX,1,5 tháng,Quạt mua xài được 2 tháng thì lỗi hiển thị. mang đi bảo hành mất 15 ngày thì về xài được 3 ngày lỗi cảm ứng với cả lỗi hiển thị. Bảo hành hay mang quạt người ta về phá vậy.
36,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Tiến,ĐMX,1,5 tháng,quạt quá tệ sư dụng chưa dc bao lâu đã bị lôi đèn cam ứng tự nhay các phím cam ứng nghe tit tit rât bưc bội bao hành 3 lân lây di giao vê vân vậy lai lay di bao hành chưa dùng dc bao lâu thời gian lây di bảo hang đi đi vê vê 15 ngay bảo hanh vừa trả lại hư quá that vong k biêt dụng từ gì đê diên ta hêt quá bức xúc bao hành như k vô tri qua hàng bao hanh xong trả khách lạ hư
37,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Sơ,ĐMX,1,1 tháng,"Quạt đắt tiền mà sử dụng không được như mong muốn. Vừa mua về 2 tuần đã loạn cảm ứng, rồi đèn sáng lung tung hết cả lên. Gọi điện lên tổng đài hỗ trợ thì không thấy ai phản hồi cảKHUYÊN MỌI NGƯỜI ĐỪNG NÊN MUA NHÉ"
38,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Luong Van Dep,ĐMX,1,5 tháng,Sài 4 thág thág thứ 3 liệt cảm ứng đèn nhảy lung tung thág thứ 4 mất nguồn luôn quá tệ
39,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Ngô Thị Diễm Trinh,ĐMX,1,3 tháng,Quạt rất tệ. Loạn cảm ứng. Đơ cảm ứng. Đã bảo hành đổi cái khác vẫn vậy. Hãng nên dẹp quạt này đừng bán ra thị trường nữa. Vô cùng hối hận khi mua
40,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nghĩ,ĐMX,1,1 tháng,"Quạt bị loạn cảm ứng, cứ 5p là kêu tít tít, rất khó chịu mọi người không nên mua rất phí tiền, đổi thì lại mất tiền"
41,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Thanh Lâm,ĐMX,2,3 tháng,"Được tầm 1 tuần thì loạn cảm ứng, đêm ngủ cứ tít tít tít nghe nhức đầu thật sự. Lên đọc bình luận thì thấy bệnh chung ai cũng bị nên chày cối xài tới hôm nay, nhưng càng lúc càng loạn nhiều hơn. Quá mệt mỏi với tiếng tít tít này."
42,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trần Chí Hảo,ĐMX,2,4 tháng,Màng hình cảm ứng bị lổi hoài cần bảo trì
43,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thanh,ĐMX,2,4 tháng,Các nút cảm ứng không dùng được phải làm sao ạ
44,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,K,ĐMX,1,3 tháng,Moi mua ve da hu đổi mới ve hu tiếp sữa rồi cung không trả khách ma bất lên lấy..
45,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Huy,ĐMX,1,5 tháng,"dùng được 2 tháng thì cảm ứng quạt loạn cả lên, tưởng mỗi mình bị vào xem đánh giá thì ai mua cũng dính. mọi người cần mua thì cân nhắc, sp rất tệ"
46,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Khoa,ĐMX,1,4 tháng,"Mới sử dụng được mấy hôm là lỗi, gửi bảo hành thì hẹn tới hẹn lui, trời thì nóng mua quạt về giải nhiệt gọi bảo hành càng nóng hơn, cứ tình trạng như này thì không nên mua sản phẩm ở ĐMX NỮA"
47,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Vo Hong Thuan,ĐMX,1,4 tháng,"Trãi nghiệm rất tệ hại với sản phẩm này, mua một sản phẩm mới mà dùng được 1 tháng phải mang đi bảo hành vì lỗi không điều khiển được các nút trên quạt, đèn tự sáng full. Bảo hành gần tháng về bị y như cũ, ngày sau đem đi bảo hành 20 ngày nữa, lại bị lỗi y như vậy, là đã bảo hành cho khách chưa Tôi cắn răng dùng và tiếp tục lỗi càng lúc càng nặng hơn không điều khiển được, đảo gió tự đảo rồi tự dừng, đèn tự sáng full. Giờ lại tiếp tục bảo hành. Tốn gần 3 triệu không sử dụng được"
48,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Đủ,ĐMX,4,2 tháng,"Quạt sài mát, k ồn."
49,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Minh Thuyết,ĐMX,1,3 tháng,"Mua quạt khoảng tháng 04/2024, đến nay gần 5 tháng. Chỉ sử dụng được gần 4 tháng, vì lý do bảo hành 2 lần, mỗi lần gần 15 ngày. Lúc mới mua về, thanh điều chỉnh luồn gió lên xuống, cứ rũ xuống, phải dùng vật kê lên, vẫn sử dụng được. Sau hơn 2 tháng sử dụng, hệ thống đèn báo chức năng sử dụng bị đơ, bảo hành gần 15 ngày.Sau khi bảo hành xong hệ thống đèn, vừa nhận lại quạt thì phát ống thoát nước bị tuột, nướ c chảy kêu lỏn tỏn, không ngủ được. Bảo hành tiếp thêm gần 15 ngày nữa.Hiện tại lại phát sinh, thanh đảo gió trái phải thỉnh thoảng tự động ngắt, rồi đứng yên. Đồng thời hệ thống nút bấm cảm ứng điều khiển bị đơ, không sử dụng được, chỉ điều khiển bằng remote. Định mang bảo hành nhưng thôi vì phải chờ 15 ngày mới xong, thời tiết mấy hôm nay lại nóng.Thôi đành chịu vậy"
50,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Võ Thị Thuý Tiên,ĐMX,1,3 tháng,"mua cũng hơn 3tr mà rất tệ, bị lỗi cảm.ứng tự nhảy kêu tít tít loạn xạ, cân nhấc nên mua quạt nha mọi người, thật lòng đừng mua phí tiền"
51,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thu Thảo,ĐMX,1,3 tháng,"Tôi mua quạt vs giá hơn 3tr, sài nay cũg đc gần 4 thág, thì đèn cảm ứg bất đầu loạn xạ, bật hay kô thì đèn vẫn ság, đèn chế độ lạh thì ko ság, quạt kiu tít tít ság đêm,cảm ứg thì lúc ăn lúc hk,gọi b.hàh thì phải đem máy về hãg sửa trog 15 ngày, v mà để 12thág hư gì đổi nấy tại nhà, giờ bên ĐMX ko có thợ sửa tận nhà,cảm thấy mất niềm tin ghê. Sản phẩm QUÁ TỆ"
52,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,CHẾ ANH KHÔI,ĐMX,5,1 tuần,TRÊN CẢ TUYỆT VỜI
53,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trúc Thanh,ĐMX,1,4 tháng,"Tôi mua giá hơn 3 triệu, sử dụng được 4 tháng đèn cảm ứng sáng loạn xạ, bật hay tắt gì vẫn sáng, nút chế độ lạnh thì không sáng. Gọi bảo hành thì bảo phải mang máy về hãng sửa tầm 15 ngày, vậy 15 ngày trời nóng như thiêu đốt thế này thì lấy đâu ra quạt, bên ĐMX không hỗ trợ sữa tại chỗ, cũng không có biện pháp đưa quạt cũ tạm thay thế trong thời gian bảo hành. Sản phẩm tệ không nên mua. Chính sách bảo hành cùi bắp"
54,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Cao Hoàng Anh,ĐMX,1,3 tháng,Đèn cảm ứng tắt cũng như bật lúc nào cũng sáng mới xài dc mất tháng ko đág để mua
55,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Hùng,ĐMX,3,1 tháng,Cho hỏi shop có bán remote quạt điều hòa ava rpd 80 không vậy
56,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Minh Hiếu,ĐMX,2,3 tháng,"Mong xử lý giúp tôi đang dùng bình thường thì tất cả đèn tự nhiên sáng lên, nút tốc độ thì không cảm ứng được mất cái điều khiển chắc khỏi mở quạt luôn"
57,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,NGUYỄN HOÀNG HẬN,ĐMX,3,2 tháng,"Quạt tốt trong tầm giá , chế độ gió mạnh không có điểm nỗi bật , nhìn chung ổn"
58,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Phạm Ngọc Huy,ĐMX,1,1 tháng,Bị lỗi cảm ứng
59,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Duy,ĐMX,3,2 tuần,Ko tốt lắm
60,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Mai Thị Thu Sương,ĐMX,1,2 tháng,"quạt như cứt, chạy loạn cảm ứng như ma nhập vậy, nữa đêm tít tít tưởng tượng như ai bấm vậy á, yêu cầu sử lý gấp 3tr mấy chứ phải giấy đâu"
61,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thái Tôn,ĐMX,5,2 tháng,Sản phẩm rất tốt nhân viên làm việc chậm trễ
62,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thảo,ĐMX,3,2 tháng,"Quạt bị loạn cảm ứng khi không sử dụng, liên hệ bảo hành không được"
63,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Khang,ĐMX,3,1 năm,Quạt của tôi bị hư cảm ứng.kiểm tra giùm tôi coi còn bảo hành k ad
64,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lương Quốc Dũng,ĐMX,3,1 tháng,Tôi đã mua cần hỗ trợ kĩ thuật bảo hành ak xxxx462560 Dũng
65,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thu,ĐMX,4,1 tuần,"Quạt chạy mạnh, êm, mát."
66,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Hoài Huy,ĐMX,3,1 tuần,"Quạt hơi yếu, làm lạnh lâu lý do là khe hút gió với chất liệu làm mát kh tối ưu tấm tổ ong thiết kế gió vô kh nhiều."
67,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Văn Trai,ĐMX,5,1 tuần,LikeXứngTầm tiền
68,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Văn Kỳ,ĐMX,3,1 ngày,Quạt kèm 2da kho mà thành 2hop không bơm nước vào không lạnh gì hết
69,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Huỳnh Quang,ĐMX,3,1 tuần,Quạt tự động chuyển đổi gió nhờ ĐMX hỗ trợ giúp xử lí khắc phục cảm thấy hơi khó chịu liên tục bật tắc....
70,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Hứa Phú,ĐMX,1,1 tháng,"Mua gần 3tr sài chưa được 1 tháng hư nút ioner, bảo hành chậm chạp có cây quạt bảo hành 1015 ngày, nhà nóng ko có quạt sài mới đi mua quạt mà bắt đợi bảo hành 15 ngày mới xong, trong khi đó không hỗ trợ khách có quạt khác thay thế trong lúc bảo hành, bảo hành ngắn quạt hào phát mua tầm 2tr hơn hành 24 tháng ở fpt shop, trong khi đó mua ở dmx chỉ được bh 12 tháng, nhân viên tổng đài hỗ trợ thờ ơ với khách, đã mua nhìu sp ở đây và sẽ không ghé lại, cảm thấy rất thất vọng với dịch vụ ở dmx"
71,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,A Linh,ĐMX,1,1 tháng,"cảm ứng sáng loạn, nút nhấn tự bật tự tắt, liên hệ bảo hành trên ap không được phản hồi."
72,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,LÂM ĐÌ NA,ĐMX,5,1 tuần,Dùng tốt nhé
73,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Tấn Thành,ĐMX,1,1 tháng,"Lúc mua không xem đánh giá của mọi người, mua về sử dụng lỗi như mọi người luôn, loạn led, đỗ nước, remote lúc ăn lúc không, dây nguồn rất ngắn, mũ mõng tanh , vỏ không liền lạc. Mình đánh giá 1 câu thương hiệu cần cố gắng để hoàn thiện sản phẩm tốt hơn, chứ sản phẩm hiện tại rất ư là tệ với giá 3tr3."
74,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Đoàn Thị Vân,ĐMX,5,1 tháng,Sản phẩm tốt
75,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Long,ĐMX,3,3 tuần,"Mình thấy không đáng tiền. Quạt ồn,"
76,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Thọ,ĐMX,1,1 tháng,"Quá tệ , xài chưa đầy 1 tháng , hư bảng hiển thị đèn điều khiển , kêu bảo hành thì hẹn 3 ngày mới xuống, Xong ko thấy xuống, gọi điện hẹn lại mang máy đi kiểm tra 15 ngày Vậy 15 ngày đó xài bằng cái gì mấy cha nội Dịch vụ quá tệ . sai lầm khi mua"
77,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Khang,ĐMX,2,3 tuần,"Dàn đèn trên tự sáng khi chưa bật chế độ, Chế độ đảo quạt tắt rồi mà tự khỏi động lại"
78,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trang,ĐMX,1,1 tháng,Sản phẩm không tốt chưa sử dụng được nữa tháng mà đã hư nút xã nước dậy kính cũng chảy nước ra nữa là sao sản phẩm kém chất lượng
79,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,A Hưởng,ĐMX,2,2 tuần,quạt bị liệt nút cảm ứng có đổi trả được ko vậy
80,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Linh,ĐMX,5,1 tuần,OK
81,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Sô Khum,ĐMX,4,1 tuần,Tốt
82,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Duyên,ĐMX,3,2 ngày,Bật chế độ hơi nước thì nước văng ra Mới dùng dk 2 ngày muốn đổi trả ạ
83,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Chị Nhi,ĐMX,2,1 tháng,"Nút cảm ứng lúc bấm được, lúc k, đèn trên quạt tự sáng hết."
84,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Anh Tân,ĐMX,4,3 tuần,Đáng đồng tiền
85,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Huy,ĐMX,3,2 tuần,"Quạt kêu lớn, mới dùng 2 tuần thì bị lỗi phần ion"
86,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Anh Quốc Anh,ĐMX,4,1 tuần,"Máy quạt mát, êm nhưng cảm biến nhiệt độ không thấy thay đổi khi đã mát."
87,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,NGUYEN HOANG PHUONG HAO,ĐMX,1,1 tuần,"Mới mua được 2 bữa đã hư,gọi bảo hành thì phải trả tiền thay linh kiệnTin tưởng đmx,không kiểm tra hàng kĩ,giao hàng tồn trong kho cho khách,rồi hư,bên công ty thì không chịu trách nhiệm cho hàng của mìnhKhông nên mua hàng bên hãng này,"
88,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Ngô Thanh Phong,ĐMX,4,1 tuần,Tốt
89,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Phạm Minh Nhân,ĐMX,2,1 tuần,Nước văng tùm lum
90,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lê Thị Thu Thúy,ĐMX,5,1 tuần,Xài ok ạ
91,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trịnh Thị Thúy Hường,ĐMX,4,1 tuần,Quạt ok
92,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Phùng Văn Nghĩa,ĐMX,2,1 tuần,Quạt yếu k mát
93,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Loan,ĐMX,5,1 tuần,Sp tốt
94,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Phạm Thanh Tuyền,ĐMX,4,2 tuần,Quạt có nước hay không dùng nước đều mát. Hiện xài 2 tuần thấy ổn.
95,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trần Chánh Lập,ĐMX,4,1 tuần,Hàng tốt
96,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Nguyễn Văn Lân,ĐMX,5,1 tuần,Tôt
97,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Bui Thi Kim Cuong,ĐMX,3,3 tuần,"Mua được gần 3 tuần, mọi thứ chạy ổn nhưng nút cảm ứng Speed nhấn không được nữa. Nút cảm ứng có vẻ dễ hư nha mọi người. Hên còn có remote. Nhưng nếu remote mà không okie nữa thì không biết sao luôn. Giờ mà gọi ĐMX thì ko biết con đổi chạy ổn như con này không nên chưa gọi. Khá hoang mang."
98,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Lê Minh Đông,ĐMX,5,1 tuần,Gì cũng OK. Có đảo gió tay lên xuống hơi lỏng. Nó cứ tuột xuống hoài..
99,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Kim Thoa,ĐMX,3,1 tháng,Quạt chạy êm mà bị lỗi led rồi chưa được giải quyết
100,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Mỹ Duyên,ĐMX,3,1 tuần,Bất chế độ hơi nước nhưng không cảm nhận được sự thay đổi so với không bật
101,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Le Anh Thư,ĐMX,5,3 tuần,Ok
102,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Công Ty Tnhh Thiết Kế In Ấn In Việt,ĐMX,1,1 năm,Quạt như. Sài gần hết bảo hành là hư. Lên bảo hành mất 20 ngày về sài được ít hôm lại hư. Cảm ứng tự nhảy như ma bấm vậy
103,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Trâm,ĐMX,2,3 tuần,"Mua máy gần 1th tới nay nút power k bấm dc, bấm chế độ lm mát thì nước văng ra như phun sương, quạt càng ngày càng nóng k mát như lúc đầu. Gọi tổng đài cả ngày đều báo nhân viên bận k ai nghe. ĐMX hỗ trợ gọi lại giùm e"
104,https://www.dienmayxanh.com/quat-dieu-hoa/ava-rpd-80,Bảo,ĐMX,5,1 tuần,mát
