source,appid,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,2608050,190535540,english,2025-03-18T12:25:53+00:00,2025-03-18T12:27:14+00:00,True,1,0,0,0.519999980926513672,,False,False,,"这个系列画风最可爱的 最后两只猫猫有点难找 但是超可爱 还有两张图可以玩 :3
点小雪人还会跟你互动 <3",76561199171271934,38,4,15,0,15,2025-03-18T12:24:36+00:00
steam,2608050,212666278,english,2025-12-06T05:10:08+00:00,2025-12-06T05:10:08+00:00,True,2,0,0,0.519841313362121582,,False,False,,"Toad sings My Way by Frank Sinatra





(not in the game, just the best way I could summarize this game)",76561199005459557,0,19,2390,0,2390,2024-12-10T00:11:46+00:00
steam,2608050,197100688,english,2025-06-13T03:41:09+00:00,2025-06-13T03:41:09+00:00,False,4,1,0,0.5046120285987854,,False,False,,99% positive ? It`s nothing special. It just like all the other 100 cat games.,76561198245003784,0,16,11,0,11,2025-06-13T03:39:49+00:00
steam,2608050,216965837,english,2026-01-27T18:56:59+00:00,2026-01-27T18:56:59+00:00,True,0,0,0,0.5,,False,False,,"This is the best game that has ever been created, great story, great graphics and very emotional",76561199375643876,99,4,7,7,7,2026-01-27T18:55:52+00:00
steam,2608050,216510686,english,2026-01-22T00:51:57+00:00,2026-01-22T00:51:57+00:00,True,0,0,0,0.5,,False,False,,"Cats Hidden in Jingle Jam is a point and click hidden object game where you find cats in a snowy Christmas town. I enjoy a game with a theme and I think to enjoy this game the most it would be best be played during the holiday season, feels festive, you know? I would recommend Cats Hidden in Jingle Jam if you enjoy cats and hidden object games. Give it a try! Find those holly jolly cats!",76561199055076448,284,153,15,0,15,2025-04-09T20:12:54+00:00
steam,2608050,216390645,english,2026-01-20T09:55:06+00:00,2026-01-20T09:55:06+00:00,False,0,0,0,0.5,,False,False,,"I just wanted to adjust the volume, so I pressed ESC to open the settings.
Instead, the game returned me to the title screen without saving, and all my progress was wiped. I had to start over from scratch.",76561198872549940,173,3,10,10,10,2026-01-20T09:31:26+00:00
steam,2608050,215790766,english,2026-01-12T00:49:06+00:00,2026-01-12T00:49:06+00:00,True,0,0,0,0.5,,False,False,,"Cats Hidden in Jingle Jam, is a rather short but pleasant and relaxing experience, it's as simple as the name suggests, find all the cat's hidden before you.
It's a great game to fill the void or simply allow yourself to just shut off for a while.

Overall it's a solid game that delivers exactly what it sets out to achieve and it's 100% worth the time it take's to complete!
Solid 7/10",76561199803136901,0,113,10,0,10,2026-01-12T00:48:41+00:00
steam,2608050,215598674,english,2026-01-09T22:24:09+00:00,2026-01-09T22:24:09+00:00,True,0,0,0,0.5,,False,False,,"Very simple game, but I think the cats are easer to find in this one bcz of the different thickness to the stroke that's used for their outline.",76561198323561753,0,15,46,0,46,2025-10-17T04:34:38+00:00
steam,2608050,214607762,english,2025-12-30T03:36:20+00:00,2025-12-30T03:36:20+00:00,True,0,0,0,0.5,,False,False,,"This game is pretty good, though I wish it was longer. I like how the hints are pretty ambigous, and don't activate till the final ten cats. 8/10",76561197968771595,0,8,18,0,18,2025-12-30T03:13:50+00:00
steam,2608050,214307939,english,2025-12-27T05:04:49+00:00,2025-12-27T05:04:49+00:00,True,0,0,0,0.5,,False,False,,"really cute & fun ♡

played this and it was honestly such a nice little game 🐾
just relaxing finding all the cats is so satisfying

super chill, no stress, no thinking too hard 〜 just cute cats and comfy exploring!
perfect to play when you want something gentle while you switch your brain off for a bit.

if you like cosy games or anything even slightly sanrio-coded, you'll probably love this〜♡",76561198028070261,0,9,32,0,32,2025-12-27T03:24:31+00:00
steam,2608050,214185162,english,2025-12-25T21:15:55+00:00,2025-12-25T21:15:55+00:00,True,0,0,0,0.5,,False,False,,"A very relaxed hidden-object game with a smoother and more straightforward flow. Finding cats feels more intuitive here, making it easy to play without much friction. Simple, cozy, and ideal for unwinding.",76561199866016537,60,21,32,0,32,2025-12-25T20:15:50+00:00
steam,2608050,214160031,english,2025-12-25T15:45:38+00:00,2025-12-25T15:45:38+00:00,True,0,0,0,0.5,,False,False,,"Includes 2 levels: jingle jam 2023 (with achievements) and jingle jam 2024 (no achievements), both decent festive levels.",76561198133811087,0,53,19,0,19,2025-12-25T15:39:06+00:00
steam,2608050,213448251,english,2025-12-16T21:19:54+00:00,2025-12-16T21:19:54+00:00,True,0,0,0,0.5,,False,False,,"🎄Merry Christmas!
🐱This is a free cat-finding game with 2 levels, 100 cats each level
🐈Cute art and relaxing music",76561199542958656,235,123,120,0,120,2025-12-16T21:05:30+00:00
steam,2608050,212826313,english,2025-12-08T03:51:19+00:00,2025-12-08T03:51:19+00:00,True,0,0,0,0.5,,False,False,,Super cute,76561198031015417,0,4,19,0,19,2025-12-08T03:50:06+00:00
steam,2608050,212579323,english,2025-12-04T23:27:30+00:00,2025-12-04T23:27:30+00:00,True,0,0,0,0.5,,False,False,,A charming and relaxing hidden-cat game that’s fun every time.,76561199184908869,118,118,19,0,19,2025-12-03T22:51:25+00:00
steam,2608050,212388608,english,2025-12-02T06:47:09+00:00,2025-12-02T06:47:09+00:00,True,0,0,0,0.5,,False,False,,Making it my mission to get every hidden cats achievement just to have a lot of trophies of cat themed trophies on my profile. I do love these simple games though. Very soothing.,76561198069267288,291,23,16,0,16,2025-12-02T06:47:14+00:00
steam,2608050,211967482,english,2025-11-30T15:44:30+00:00,2025-11-30T15:44:30+00:00,True,0,0,0,0.5,,False,False,,"This was a fun little find and search with really adorable backdrops the cats are hidden within. Great for a short, calm foray into kitty hunting! Very festive drawings and the jam it jumps into after they're all found is festive and fun too!",76561198048808696,178,12,21,0,21,2025-11-30T06:20:41+00:00
steam,2608050,209664858,english,2025-11-20T02:46:25+00:00,2025-11-20T02:46:25+00:00,True,0,0,0,0.5,,False,False,,"Very fun, fair price. Good puzzle game while you unwind to music etc.",76561198291946321,95,6,52,0,52,2025-11-20T02:45:06+00:00
steam,2608050,207819030,english,2025-10-28T20:19:31+00:00,2025-10-28T20:19:31+00:00,True,0,0,0,0.5,,False,False,,"Fun, short and cute game! Respect the devs for making a couple of the games free!",76561199186627528,71,81,8,0,8,2025-10-27T13:53:36+00:00
steam,2608050,207790092,english,2025-10-28T13:50:46+00:00,2025-10-28T13:50:46+00:00,True,0,0,0,0.5,,False,False,,"Great game, best afternoon I've spent. Also a surprisingly effective demonstration of why screen protectors exist. My partner’s ‘IT’S RIGHT THERE’ finger event is now a tiny dent on my screen.

I also highly, [i]highly[/i] commend the achievements. For once, someone actually made them nice. They don’t ask for nonsense like ‘Find 50,000 cats over 500 games.’ Instead, they quietly track your progress and even give you clever hints about what your missing cat looks like.

Finally, I went to sleep having dreams that sounded like:
doo doo,
doodoo doo,
doodoo doo,
doodoo doo doo doo,
doodoo doo,
doodoo doo,
doo-doo0 doodooo do Dooo0...",76561198086027599,274,17,32,0,32,2025-10-28T13:12:40+00:00
steam,2608050,206679014,english,2025-10-14T01:27:38+00:00,2025-10-14T01:27:38+00:00,True,0,0,0,0.5,,False,False,,Meh. It's free and pretty entertaining fin the 5-10min it takes to find the cats. But that's it.,76561198188516405,174,37,20,0,20,2023-12-12T20:00:30+00:00
steam,2608050,206629204,english,2025-10-13T12:31:31+00:00,2025-10-13T12:31:31+00:00,True,0,0,0,0.5,,False,False,,"Cats and puzzle
Pretty fun",76561197967982736,0,784,5,0,5,2024-08-20T15:33:12+00:00
steam,2608050,206587861,english,2025-10-12T21:28:04+00:00,2025-10-12T21:28:04+00:00,True,0,0,0,0.5,,False,False,,"A free and great hidden object game where you have to find 100 cats in the scenery. It’s short but very enjoyable, with great art and music as well. There are also additional secrets to find. An update added an entire, harder level with 100 more cats to discover, although there are no achievements tied to that one.
Given that it’s short, free, and fun, there’s no reason not to play it. And if you want more, there are several similar games available on Steam.",76561198190380543,744,741,35,0,35,2025-10-12T21:21:59+00:00
steam,2608050,205853651,english,2025-10-04T12:47:25+00:00,2025-10-04T12:47:25+00:00,True,0,0,0,0.5,,False,False,,"My 6-year-old son and I love playing Cats Hidden in Jingle Jam together!

It’s such a simple, fun game that’s perfect for kids and parents to enjoy side by side. The art and cute cats make it really engaging, and it’s a great way to spend some quality time without anything too complicated.

We always have a blast trying to find all the hidden cats, and it’s become one of our favorite little family games. Highly recommend if you want something lighthearted and kid-friendly to play together.",76561198445003443,0,8,63,0,49,2025-10-25T23:07:54+00:00
steam,2608050,204987805,english,2025-09-22T23:06:21+00:00,2025-09-22T23:06:21+00:00,True,0,0,0,0.5,,False,False,,"cute lil game if you like hidden object puzzles!! as the store page implies, you find cats in the Jingle Jam / Christmas scenery :3c

very cute, very simple, very wholesome. pretty short game as well if you're wanting something quick. i wouldn't say these kinds of games have much replayability, but i'm sure some people enjoy replaying and doing some sort of speed run with finding the kibbers

looks hand drawn as far as I can tell? which adds a nice touch and level of enjoyment to games for me 

also a free game, which is always a plus, and with two levels! double plus!!! wondering if they'll release another one this year for Jingle Jam 2025....",76561198193670855,290,2,18,0,18,2025-09-22T22:56:36+00:00
steam,2608050,204912396,english,2025-09-21T23:51:36+00:00,2025-09-21T23:51:36+00:00,True,0,0,0,0.5,,False,False,,"I love it, as always 100/10 game , I love to play these games when I want to pretend im a speed runner and see how fast I can find all the cute kitties :3",76561199165892094,0,2,10,0,10,2025-09-21T22:33:26+00:00
steam,2608050,204228101,english,2025-09-13T10:55:50+00:00,2025-09-13T10:55:50+00:00,True,0,0,0,0.5,,False,False,,"A relaxing hidden object cat game where you search for 200 hidden cats across two maps. 
The first map has 100 achievements - one for each cat you find).
The second map also has 100 cats to discover, though it doesn’t come with Steam achievements at all. The second map feels a bit more challenging, which keeps things interesting.",76561198067405757,408,301,10,0,10,2025-09-13T10:52:32+00:00
steam,2608050,201156871,english,2025-07-31T17:51:55+00:00,2025-07-31T17:51:55+00:00,True,0,0,0,0.5,,False,False,,"Another free and very mediocre hidden objects game. It's okay.

Recommended",76561198051306584,226,34,15,0,15,2025-07-01T13:20:59+00:00
steam,2608050,200297498,english,2025-07-21T12:14:25+00:00,2025-07-21T12:14:25+00:00,True,0,0,0,0.5,,False,False,,"A very nice game among its similar ones.
I love how the enviroment is presented and distingued by the Christmas theme in ""Cats hidden in Christmas"".
What can I say, fun relaxing and chill game.",76561198989334975,104,126,19,0,19,2024-12-30T20:51:29+00:00
steam,2608050,198667593,english,2025-07-01T18:23:56+00:00,2025-07-01T18:23:56+00:00,True,0,0,0,0.5,,False,False,,Cozy little game with adorable hand-drawn art and just the right amount of challenge to keep you hooked. Great for unwinding—though a bit more variety in the background music wouldn't hurt!,76561199871882453,0,4,79,0,79,2025-07-01T18:12:38+00:00
steam,2608050,198436086,english,2025-06-29T08:10:50+00:00,2025-06-29T08:10:50+00:00,True,0,1,0,0.5,,False,False,,"Very nice hidden object game. Fun and pleasant artwork and music.
Maybe avoid if you dislike cats or Christmas.
If you have an addiction to online ranked games like me I would venture to say this game felt absolutely therapeutic.",76561198006111384,274,1,52,0,14,2025-06-29T12:18:31+00:00
steam,2608050,198408730,english,2025-06-29T00:12:32+00:00,2025-06-29T00:12:32+00:00,True,0,0,0,0.5,,False,False,,"I'm quite happy that this game is free; there are 2 levels: the first is quite satisfying, while the second is somewhat disappointing due to the way some cats are drawn.
Overall, neither level has nice art... I find them fairly ugly to be honest, and the human imitations of cats meowing is almost insulting to my ears.
But, because it's free, I've given it a thumbs up.",76561199021771875,2556,270,41,0,41,2025-06-28T03:18:49+00:00
steam,2608050,197991302,english,2025-06-23T21:12:01+00:00,2025-06-23T21:12:01+00:00,True,0,0,0,0.5,,False,False,,"After completing and thoroughly enjoying Cats Hidden Around the World, I decided to go back and try out the earlier chapters of the series, which focus on individual cities or specific countries.

Overall, while these games offer much shorter experiences — each chapter usually consisting of just one or two maps — I found it particularly enjoyable how interactive the environments were.
In these episodes, it’s fun to click on various background elements and see them react with sounds, animations, or color changes — a charming detail that seemed less present in the latest chapter.

In terms of difficulty, the earlier games are noticeably easier: a more relaxed and laid-back experience, more in line with what I initially expected from Around the World. Perfect for players looking for a light, casual experience without much pressure.

However, the soundtrack remains an issue I had already noticed: the music tends to feel repetitive, and since it accompanies you throughout the entire gameplay, a bit more variety would have helped make the atmosphere feel fresher and more engaging.

One thing I particularly enjoyed — though it might not be for everyone — is the massive number of achievements you unlock simply by finding each little cat.
Personally, I found it quite satisfying, but I can see how some players might feel that it disrupts the game's relaxing flow.

Cats hidden in Jingle Jam: I really enjoyed stumbling upon animated objects and colorful interactions just by playing around with the environment. The first map was way too easy — I finished it in about two minutes (and I probably could’ve done it even faster if I’d been focused).

The second map, on the other hand, was much more challenging. Even though it was small, I had to use some hints because I just couldn’t find a few of the cats. Honestly, if you could spot those right away, you might want to get your head checked — they were that well hidden.

Overall, considering it’s free, it’s a light and fun experience, probably aimed at newcomers to the Cats Hidden series. It doesn’t have the depth of the other entries, but as a quick intro or short casual game, it does the job.

In conclusion, I wouldn’t discourage anyone from trying out these earlier chapters: they still offer a pleasant experience, especially for those looking for something quick and easy.
That said, unlike Around the World, don’t expect to spend much more than 30 minutes playing — you might end up finishing the game before you even realize it.",76561199573005532,588,124,17,0,17,2025-06-23T21:06:48+00:00
steam,2608050,197931398,english,2025-06-23T03:05:26+00:00,2025-06-23T03:05:26+00:00,True,0,0,0,0.5,,False,False,,"I played this game with my little sister. It is a very cute and charming game! If you are looking for a simple but wholesome and cute game, I totally recommend it. The game is free but I can definitely see myself paying for the other games in these series because they are only a dollar.",76561199811667831,0,14,75,0,75,2025-06-23T02:59:53+00:00
steam,2608050,197308243,english,2025-06-15T15:02:13+00:00,2025-06-15T15:02:13+00:00,True,0,0,0,0.5,,False,False,,A wholesome and cozy hidden puzzle game. Absolutely like the music after searching for 100 cats.,76561198137583321,0,10,22,0,22,2025-06-15T15:00:11+00:00
steam,2608050,195619144,english,2025-05-25T11:50:19+00:00,2025-05-25T11:50:19+00:00,True,0,0,0,0.5,,False,False,,"Have already played Cats Hidden Around the World series and came back for more. This one seemed a bit too easy, but has two levels. If you are new to these games, give it a go.",76561199626903549,68,65,16,0,16,2025-05-25T07:51:43+00:00
steam,2608050,194759180,english,2025-05-12T15:25:05+00:00,2025-05-12T15:25:05+00:00,True,0,0,0,0.5,,False,False,,"Great game with good amount of extra hidden objects to find while you're looking for that cat you know is right there, but haven't spotted it. Has several sliders for colors, brightness, etc.

For whatever reason the victory song drops my FPS down from 60 to 13 in both levels, so while it doesn't ruin the experience it's a distraction that doesn't exist in any of the other games I've played from this dev.",76561197984131705,1568,35,14,0,14,2025-05-12T15:23:05+00:00
steam,2608050,191086591,english,2025-03-24T17:15:25+00:00,2025-03-24T17:15:25+00:00,True,0,0,0,0.5,,False,False,,"Short and fun hidden object game involving cats. Santa riding reindeers flying across the map. Snow falling after a certain amount of time has passed. Christmas presents are interactive too and once all clicked, ""we wish you a merry christmas"" tune will be played by cats meowing. Cuteness overload",76561198366343802,0,38,12,0,12,2025-03-24T17:08:59+00:00
steam,2608050,190931027,english,2025-03-22T21:51:43+00:00,2025-03-22T21:51:43+00:00,True,0,0,0,0.5,,False,False,,"A quick fun game where I went from casual holiday gamer to full-blown bounty hunter, scouring festive landscape for cats who clearly missed their calling as ninjas. 10/10 experience. Would accuse a gingerbread house of harbouring a fugitive kitty again.",76561198847838082,0,212,10,0,10,2025-03-22T21:50:29+00:00
steam,2608050,190913570,english,2025-03-22T18:00:49+00:00,2025-03-22T18:00:49+00:00,True,0,0,0,0.5,,False,False,,It's a really cute little hidden cats game set in this adorable Christmassy setting,76561199051516027,292,249,19,0,19,2025-03-22T12:15:26+00:00
steam,2608050,190775905,english,2025-03-21T04:54:50+00:00,2025-03-21T04:54:50+00:00,True,0,0,0,0.5,,False,False,,"It is a simples game, but it is very sweet and fun. And it has a very cute surprise at the end ✨",76561198839662607,30,24,27,0,27,2025-03-19T01:08:36+00:00
steam,2608050,190631578,english,2025-03-19T14:52:14+00:00,2025-03-19T14:52:14+00:00,True,0,0,0,0.5,,False,False,,"A fun and simple distraction, although some of the cats and details in the second picture are absolutely way too small for my stinky little eyes",76561199113554110,32,8,33,0,33,2025-03-19T14:50:57+00:00
steam,2608050,189833289,english,2025-03-09T23:45:22+00:00,2025-03-09T23:45:22+00:00,True,0,0,0,0.5,,False,False,,"Easy 100% achievements.

Fun enough for a free puzzle game. Very straightforward: just enjoy finding all the cats.",76561198212035395,4556,434,7,0,7,2025-03-09T23:44:45+00:00
steam,2608050,189995136,english,2025-03-12T03:58:39+00:00,2025-03-12T03:58:39+00:00,True,2,0,0,0.542483627796173096,,False,False,,Two pictures done in two different Jingle Jams. First one unlocks all the achievements. Decent. Can't beat the price.,76561198069159152,0,2974,14,0,14,2025-03-12T03:56:37+00:00
steam,2608050,192987976,english,2025-04-18T02:45:29+00:00,2025-04-18T02:45:29+00:00,True,4,0,0,0.559748470783233643,,False,False,,"There were cats, they were hidden and definitely in Jingle Jam. 10/10",76561199012760624,0,4,20,0,20,2025-04-18T02:42:26+00:00
steam,2608050,215785226,english,2026-01-11T23:04:37+00:00,2026-01-11T23:04:37+00:00,True,0,0,0,0.5,,False,False,,"i LOVE THIS GAME, so many kitty cats, fun and easy
",76561199168036673,0,1,74,0,74,2024-06-28T07:50:25+00:00
steam,2608050,214983651,english,2026-01-03T03:42:43+00:00,2026-01-03T03:42:43+00:00,True,0,0,0,0.5,,False,False,,"These kitten finding games are freaking adorable! Ive already busted through a couple at this point, LOVE THEM!!!",76561198103510993,0,79,7,0,7,2026-01-03T03:40:33+00:00
steam,2608050,201621804,english,2025-08-07T08:19:49+00:00,2025-08-07T08:19:49+00:00,True,0,0,0,0.5,,False,False,,"Is that windowframe a cat? Is that pile of melting snow a cat? Is that bagel a cat??? It could be!

All the cats have names! <3
I didn't realise until I had finished it but I love that detail.

",76561198152087110,0,45,31,0,30,2025-08-07T08:20:37+00:00
steam,2608050,199215475,english,2025-07-07T16:53:20+00:00,2025-07-07T16:53:20+00:00,True,0,0,0,0.5,,False,False,,Little to thick lines for my taste but still Enjoyable. Like that you can press on other things aswell as a little bonus. Nice Job and thanks! (:,76561198807206720,0,46,7,0,7,2025-07-07T16:52:17+00:00
steam,2608050,197165158,english,2025-06-13T21:45:10+00:00,2025-06-13T21:45:10+00:00,True,0,0,0,0.5,,False,False,,"Well, I was in a bad mood. I wanted to play a game, but didn't know what. Scrolled through my steam library, then the store and stumbled across this little gem and it turned by frown upside down and even made me have a little dance at my desk. I love the easter eggs (wonder if I found them all). Will be playing the PURRchasable (see what I did there ;) )  levels soon!  **meow**",76561198189230437,0,1,49,0,16,2025-06-13T22:19:47+00:00
steam,2608050,195744562,english,2025-05-27T05:05:47+00:00,2025-05-27T05:05:47+00:00,True,0,0,0,0.5,,False,False,,"*****
This is one of my favourite cat finding games.  Challenging, but a lot of fun!  And even with the hints, you have to search for the cats, so I don't mind that I needed hints for many of the last ones.",76561198172895913,27,36,81,0,50,2025-05-29T21:09:12+00:00
steam,2608050,188941631,english,2025-02-28T12:09:31+00:00,2025-02-28T12:09:31+00:00,True,0,0,0,0.5,,False,False,,"2 levels and some hidden easter eggs that made me take my time rather than speedrun like i normally do with these games. :)

i noticed there were two cats named esme and some other pairs with very similar names. i know naming 100 cats is a lot but it would be nice if each cat had a unique name.",76561198257536314,0,82,24,0,24,2025-02-28T11:59:55+00:00
steam,2608050,214876605,english,2026-01-02T01:55:40+00:00,2026-01-02T01:55:40+00:00,False,0,0,0,0.481481492519378662,,False,False,,"Found it harder than Cats Hidden in Paris, but still much the same, not really doing anything interesting.",76561198048493429,820,22,41,0,41,2026-01-02T01:52:07+00:00
steam,2608050,195790715,english,2025-05-27T21:44:54+00:00,2025-05-27T21:44:54+00:00,True,1,0,0,0.523809552192687988,,False,False,,It's like being tortured looking for all the cats but still managing to. I'm a determined person,76561199003235041,0,20,8,0,8,2025-04-16T02:58:40+00:00
steam,2608050,188783156,english,2025-02-26T09:45:45+00:00,2025-02-26T09:45:45+00:00,False,1,1,0,0.355036914348602295,,False,False,,"""Cats Hidden in Jingle Jam"" is yet another ""Where's Waldo"" ""I can't believe this isn't a webpage"" ""game"" up on Steam... and yeah, the first time you see one of these you think it's nice, but there's literally hundreds of these low effort, 5 minute ""games"" plagueing Steam... and when there's hundreds and hundreds of something that's pretty much valueless, that's spam/pollution.  It's not good for gamers.

What do you do in the game?  Click on hidden cats.

The game features really lacklustre 2D visuals (does the developer not know 3D graphics became mainstream in the mid-1990s?).  Gamers don't spend thousands of dollars on gaming rigs and the latest 3D graphics cards to play 2D games.  Even mobile phones and game consoles can do 3D graphics now.  There's no excuse.

This is only free in a rudimentary sense... the developer has their hand out for a $5 USD ""donation"" for this as you were expected to buy the soundtrack from Steam... digital panhandling.  Like the homeless guys who splash dirty water on your windscreen at the traffic lights.  No thanks.

Bearing in mind that free games don't add +1 to your game collector count, should you bother adding this to your library and downloading it?

Not this time.  This isn't worth downloading.  While this won't cost you any money, you get what you pay for, and sometimes, even when the game is free, it's still not enough.",76561198030784015,10292,20029,234,0,71,2025-08-18T20:01:27+00:00
steam,2608050,206089971,english,2025-10-07T03:39:42+00:00,2025-10-07T03:39:42+00:00,True,0,0,0,0.5,,False,False,,"Brought me great joy, finding cats is very fulfilling work",76561198142860541,0,3,30,0,30,2025-10-07T02:45:59+00:00
steam,2608050,201501128,english,2025-08-05T13:09:49+00:00,2025-08-05T13:09:49+00:00,True,0,0,0,0.5,,False,False,,"Took around 20 minutes of my time doing a cute 'wheres wally' but cats. I do not regret my decisions to stay up late to find every little guy. (honestly, without that hint button, I would be stuck on the last 3 cats every time XD)",76561199031991093,0,47,16,0,16,2025-08-05T13:08:22+00:00
steam,2608050,205971739,english,2025-10-05T17:37:45+00:00,2025-10-05T17:37:45+00:00,True,0,0,0,0.5,,False,False,,Pretty short game but a fun time nonetheless.,76561199639864703,0,6,18,0,18,2025-06-22T07:58:25+00:00
steam,2608050,198357683,english,2025-06-28T12:42:42+00:00,2025-06-28T12:42:42+00:00,True,0,0,0,0.5,,False,False,,"I haven't completed the whole game yet, but I'll definitely get all the achievements.
",76561198071662351,465,1260,110,0,110,2025-06-28T10:01:26+00:00
